BetCat,BetCatN,WithBet,WithBetN,WithCat,WithCatN,correctPChoices,correctPOChoice,correctPTChoice,goodPOChoice,goodPTChoice,pOChoice,pTChoice,primeStrength,primeStrengthText,primeType,primeTypeText,responseChoice,responseChoiceText,responseType,responseTypeText,rt,trial_type,uniqueID
ADHSOME,24,between,0,ADH,2,False,True,False,0,0,0,1,0,weak,2,ADH,1,better,0,SOME,4,response,48
SOMENUM4,18,between,0,SOME,0,False,False,True,0,1,1,1,1,strong,0,SOME,0,weak,1,NUM4,5,response,48
ADHSOME,24,between,0,ADH,2,False,False,False,1,1,0,0,0,weak,2,ADH,0,weak,0,SOME,4,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,1,0,0,1,1,strong,0,SOME,1,better,2,ADH,5,response,48
ADHADH,216,within,1,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,1,better,2,ADH,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,True,False,0,1,0,0,0,weak,1,NUM4,0,weak,1,NUM4,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,False,0,0,1,1,1,strong,1,NUM4,0,weak,1,NUM4,4,response,48
ADHSOME,24,between,0,ADH,2,False,True,False,1,0,1,1,1,strong,2,ADH,0,weak,0,SOME,4,response,48
NUM4ADH,108,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,1,better,2,ADH,4,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,0,0,0,1,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
ADHADH,216,within,1,ADH,2,False,True,False,0,0,0,1,1,strong,2,ADH,1,better,2,ADH,3,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,1,0,0,1,0,weak,0,SOME,1,better,2,ADH,5,response,48
SOMENUM4,18,between,0,SOME,0,False,False,False,1,1,0,0,1,strong,0,SOME,1,better,1,NUM4,8,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,True,0,0,1,0,0,weak,1,NUM4,0,weak,0,SOME,5,response,48
SOMESOME,6,within,1,SOME,0,True,True,True,0,1,0,1,0,weak,0,SOME,0,weak,0,SOME,7,response,48
SOMENUM4,18,between,0,SOME,0,False,False,True,1,1,0,1,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,False,0,0,1,1,1,strong,1,NUM4,0,weak,0,SOME,5,response,48
NUM4ADH,108,between,0,NUM4,1,True,True,True,0,0,0,0,0,weak,1,NUM4,0,weak,2,ADH,4,response,48
SOMENUM4,18,between,0,SOME,0,False,False,False,0,1,1,0,0,weak,0,SOME,1,better,1,NUM4,7,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,True,1,0,0,0,0,weak,1,NUM4,1,better,0,SOME,3,response,48
SOMENUM4,18,between,0,SOME,0,True,True,True,0,0,0,0,1,strong,0,SOME,0,weak,1,NUM4,5,response,48
ADHADH,216,within,1,ADH,2,False,False,False,0,0,1,1,1,strong,2,ADH,1,better,2,ADH,4,response,48
ADHSOME,24,between,0,ADH,2,True,True,True,0,1,0,1,0,weak,2,ADH,1,better,0,SOME,4,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,1,0,1,1,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
SOMEADH,54,between,0,SOME,0,False,True,False,0,0,0,1,1,strong,0,SOME,0,weak,2,ADH,4,response,48
NUM4ADH,108,between,0,NUM4,1,True,True,True,0,1,0,1,0,weak,1,NUM4,1,better,2,ADH,5,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,1,1,0,1,0,weak,2,ADH,0,weak,0,SOME,3,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,1,0,0,1,1,strong,0,SOME,1,better,2,ADH,6,response,48
NUM4NUM4,36,within,1,NUM4,1,False,True,False,1,1,1,0,1,strong,1,NUM4,1,better,1,NUM4,5,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,0,0,0,1,0,weak,0,SOME,0,weak,1,NUM4,5,response,48
ALLALL,1296,within,1,ALL,3,False,False,True,0,1,1,1,0,weak,3,ALL,1,better,3,ALL,6,filler,48
NUM4NUM4,36,within,1,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,0,weak,1,NUM4,4,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,1,1,1,0,0,weak,0,SOME,0,weak,1,NUM4,5,response,48
ADHNUM4,72,between,0,ADH,2,False,True,False,1,0,1,1,1,strong,2,ADH,1,better,1,NUM4,4,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,0,0,1,1,0,weak,0,SOME,1,better,2,ADH,5,response,48
ADHADH,216,within,1,ADH,2,False,False,False,0,0,1,1,0,weak,2,ADH,0,weak,2,ADH,3,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,True,0,0,1,0,1,strong,1,NUM4,0,weak,1,NUM4,5,response,48
ADHADH,216,within,1,ADH,2,False,False,False,0,1,1,0,0,weak,2,ADH,0,weak,2,ADH,3,response,48
ADHSOME,24,between,0,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,0,weak,0,SOME,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,False,1,0,0,1,0,weak,1,NUM4,0,weak,1,NUM4,4,response,48
ADHNUM4,72,between,0,ADH,2,True,True,True,1,1,1,1,0,weak,2,ADH,1,better,1,NUM4,4,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,0,1,0,1,1,strong,1,NUM4,1,better,0,SOME,4,response,48
SOMEADH,54,between,0,SOME,0,False,True,False,0,1,0,0,1,strong,0,SOME,0,weak,2,ADH,6,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,1,0,0,0,1,strong,0,SOME,1,better,0,SOME,5,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,False,0,1,1,0,1,strong,1,NUM4,1,better,0,SOME,6,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,True,0,1,1,1,1,strong,1,NUM4,0,weak,1,NUM4,3,response,48
ADHNUM4,72,between,0,ADH,2,True,True,True,1,0,1,0,0,weak,2,ADH,1,better,1,NUM4,4,response,48
SOMEADH,54,between,0,SOME,0,True,True,True,1,1,1,1,0,weak,0,SOME,1,better,2,ADH,6,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,False,1,0,0,1,1,strong,1,NUM4,1,better,2,ADH,4,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,1,better,2,ADH,4,response,48
ADHSOME,24,between,0,ADH,2,True,True,True,0,0,0,0,0,weak,2,ADH,0,weak,0,SOME,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,True,1,1,0,1,1,strong,1,NUM4,1,better,1,NUM4,4,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,True,0,0,1,0,0,weak,1,NUM4,1,better,0,SOME,5,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,False,1,1,0,0,0,weak,1,NUM4,1,better,2,ADH,3,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,1,0,1,1,1,strong,1,NUM4,1,better,2,ADH,5,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,0,1,0,0,0,weak,0,SOME,1,better,1,NUM4,5,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,1,1,1,0,1,strong,0,SOME,0,weak,1,NUM4,6,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,1,1,1,1,0,weak,1,NUM4,0,weak,0,SOME,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,True,False,1,1,1,0,0,weak,1,NUM4,1,better,1,NUM4,5,response,48
SOMEADH,54,between,0,SOME,0,False,True,False,0,0,0,1,0,weak,0,SOME,1,better,2,ADH,5,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,0,0,0,0,0,weak,1,NUM4,1,better,0,SOME,3,response,48
ADHNUM4,72,between,0,ADH,2,False,True,False,0,1,0,0,0,weak,2,ADH,0,weak,1,NUM4,4,response,48
SOMENUM4,18,between,0,SOME,0,False,False,True,1,1,0,1,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
SOMENUM4,18,between,0,SOME,0,True,True,True,0,1,0,1,0,weak,0,SOME,1,better,1,NUM4,5,response,48
ADHNUM4,72,between,0,ADH,2,False,False,False,1,1,0,0,0,weak,2,ADH,0,weak,1,NUM4,4,response,48
ADHNUM4,72,between,0,ADH,2,False,False,False,1,0,0,1,0,weak,2,ADH,1,better,1,NUM4,4,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,False,0,0,1,1,0,weak,1,NUM4,1,better,2,ADH,4,response,48
ADHADH,216,within,1,ADH,2,False,False,True,1,0,0,0,0,weak,2,ADH,0,weak,2,ADH,3,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,True,0,0,1,0,0,weak,1,NUM4,0,weak,2,ADH,5,response,48
ADHADH,216,within,1,ADH,2,True,True,True,0,1,0,1,0,weak,2,ADH,1,better,2,ADH,4,response,48
SOMEADH,54,between,0,SOME,0,False,True,False,0,0,0,1,1,strong,0,SOME,0,weak,2,ADH,6,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,False,0,1,1,0,1,strong,1,NUM4,1,better,0,SOME,4,response,48
NUM6NUM6,7776,within,1,NUM6,4,False,False,False,0,0,1,1,0,weak,4,NUM6,1,better,4,NUM6,4,filler,48
SOMENUM4,18,between,0,SOME,0,False,False,False,0,0,1,1,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,1,1,0,1,0,weak,0,SOME,0,weak,0,SOME,5,response,48
SOMESOME,6,within,1,SOME,0,False,False,False,0,1,1,0,0,weak,0,SOME,0,weak,0,SOME,6,response,48
SOMENUM4,18,between,0,SOME,0,True,True,True,1,0,1,0,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,1,1,0,0,1,strong,0,SOME,1,better,2,ADH,5,response,48
NUM4ADH,108,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,0,weak,2,ADH,4,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,True,0,1,1,1,1,strong,1,NUM4,1,better,2,ADH,4,response,48
SOMESOME,6,within,1,SOME,0,False,False,False,0,0,1,1,0,weak,0,SOME,0,weak,0,SOME,5,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,False,1,1,0,0,1,strong,1,NUM4,0,weak,1,NUM4,5,response,48
NUM4NUM4,36,within,1,NUM4,1,True,True,True,1,1,1,1,0,weak,1,NUM4,0,weak,1,NUM4,4,response,48
SOMESOME,6,within,1,SOME,0,True,True,True,1,1,1,1,0,weak,0,SOME,0,weak,0,SOME,6,response,48
ADHADH,216,within,1,ADH,2,False,True,False,0,1,0,0,0,weak,2,ADH,1,better,2,ADH,2,response,48
ADHNUM4,72,between,0,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,1,better,1,NUM4,4,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,0,0,0,0,1,strong,1,NUM4,0,weak,0,SOME,4,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,1,0,0,0,0,weak,0,SOME,0,weak,0,SOME,6,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,1,better,2,ADH,4,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,1,0,0,0,1,strong,2,ADH,1,better,0,SOME,5,response,48
NUM4SOME,12,between,0,NUM4,1,False,True,False,0,1,0,0,0,weak,1,NUM4,0,weak,0,SOME,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,True,1,0,0,0,0,weak,1,NUM4,0,weak,1,NUM4,5,response,48
SOMENUM4,18,between,0,SOME,0,True,True,True,0,1,0,1,1,strong,0,SOME,1,better,1,NUM4,5,response,48
NUM4SOME,12,between,0,NUM4,1,False,True,False,0,1,0,0,0,weak,1,NUM4,1,better,0,SOME,4,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,1,strong,1,NUM4,0,weak,2,ADH,4,response,48
ADHNUM4,72,between,0,ADH,2,False,True,False,1,0,1,1,0,weak,2,ADH,0,weak,1,NUM4,3,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,1,0,0,0,1,strong,0,SOME,1,better,0,SOME,6,response,48
ADHADH,216,within,1,ADH,2,False,False,False,1,0,0,1,0,weak,2,ADH,0,weak,2,ADH,5,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,True,1,0,0,0,0,weak,1,NUM4,1,better,1,NUM4,4,response,48
ADHNUM4,72,between,0,ADH,2,False,True,False,1,1,1,0,1,strong,2,ADH,1,better,1,NUM4,4,response,48
ADHNUM4,72,between,0,ADH,2,False,False,True,0,1,1,1,0,weak,2,ADH,0,weak,1,NUM4,6,response,48
ADHADH,216,within,1,ADH,2,False,True,False,0,1,0,0,0,weak,2,ADH,0,weak,2,ADH,5,response,48
ADHSOME,24,between,0,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,1,better,0,SOME,4,response,48
ADHADH,216,within,1,ADH,2,False,True,False,0,0,0,1,1,strong,2,ADH,1,better,2,ADH,3,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,1,1,0,1,0,weak,2,ADH,1,better,0,SOME,5,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,False,0,1,1,0,0,weak,1,NUM4,0,weak,2,ADH,5,response,48
ADHNUM4,72,between,0,ADH,2,False,False,False,0,1,1,0,1,strong,2,ADH,1,better,1,NUM4,3,response,48
NUM4SOME,12,between,0,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,0,weak,0,SOME,4,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,False,0,1,1,0,1,strong,1,NUM4,1,better,0,SOME,5,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,1,1,0,1,0,weak,2,ADH,0,weak,0,SOME,4,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,0,1,1,1,1,strong,0,SOME,1,better,0,SOME,6,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,True,1,0,0,0,0,weak,1,NUM4,1,better,0,SOME,5,response,48
SOMEADH,54,between,0,SOME,0,False,True,False,1,1,1,0,1,strong,0,SOME,1,better,2,ADH,6,response,48
ADHNUM4,72,between,0,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,0,weak,1,NUM4,3,response,48
ADHADH,216,within,1,ADH,2,True,True,True,1,1,1,1,0,weak,2,ADH,0,weak,2,ADH,4,response,48
NUM4SOME,12,between,0,NUM4,1,False,False,True,1,1,0,1,0,weak,1,NUM4,0,weak,0,SOME,5,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,0,1,1,1,1,strong,2,ADH,1,better,0,SOME,3,response,48
SOMEADH,54,between,0,SOME,0,True,True,True,1,1,1,1,1,strong,0,SOME,1,better,2,ADH,6,response,48
SOMESOME,6,within,1,SOME,0,False,True,False,0,1,0,0,0,weak,0,SOME,0,weak,0,SOME,6,response,48
SOMENUM4,18,between,0,SOME,0,False,True,False,1,1,1,0,0,weak,0,SOME,0,weak,1,NUM4,6,response,48
ADHADH,216,within,1,ADH,2,True,True,True,0,1,0,1,0,weak,2,ADH,0,weak,2,ADH,3,response,48
SOMEADH,54,between,0,SOME,0,False,False,False,1,0,0,1,1,strong,0,SOME,1,better,2,ADH,5,response,48
SOMENUM4,18,between,0,SOME,0,False,False,False,1,1,0,0,1,strong,0,SOME,1,better,1,NUM4,6,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,0,weak,0,SOME,5,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,0,1,1,1,1,strong,0,SOME,1,better,0,SOME,6,response,48
ADHSOME,24,between,0,ADH,2,False,True,False,1,0,1,1,1,strong,2,ADH,0,weak,0,SOME,5,response,48
SOMESOME,6,within,1,SOME,0,False,True,False,1,1,1,0,0,weak,0,SOME,1,better,0,SOME,6,response,48
NUM4SOME,12,between,0,NUM4,1,False,True,False,0,1,0,0,0,weak,1,NUM4,0,weak,0,SOME,4,response,48
SOMENUM4,18,between,0,SOME,0,False,False,False,0,1,1,0,0,weak,0,SOME,0,weak,1,NUM4,7,response,48
NUM4ADH,108,between,0,NUM4,1,False,False,False,0,1,1,0,0,weak,1,NUM4,0,weak,2,ADH,4,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,1,strong,1,NUM4,0,weak,2,ADH,5,response,48
SOMEADH,54,between,0,SOME,0,True,True,True,0,0,0,0,0,weak,0,SOME,0,weak,2,ADH,6,response,48
NUM4SOME,12,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,0,weak,0,SOME,4,response,48
SOMESOME,6,within,1,SOME,0,True,True,True,0,1,0,1,0,weak,0,SOME,0,weak,0,SOME,6,response,48
NUM4ADH,108,between,0,NUM4,1,False,True,False,1,0,1,1,0,weak,1,NUM4,0,weak,2,ADH,4,response,48
NUM4NUM4,36,within,1,NUM4,1,False,False,False,1,1,0,0,0,weak,1,NUM4,0,weak,1,NUM4,5,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,0,0,1,0,1,strong,0,SOME,0,weak,0,SOME,6,response,48
SOMESOME,6,within,1,SOME,0,False,False,True,1,0,0,0,1,strong,0,SOME,1,better,0,SOME,5,response,48
ADHNUM4,72,between,0,ADH,2,True,True,True,0,1,0,1,1,strong,2,ADH,1,better,1,NUM4,5,response,48
NUM6NUM6,7776,within,1,NUM6,4,True,True,True,1,0,1,0,1,strong,4,NUM6,0,weak,4,NUM6,5,filler,48
ADHSOME,24,between,0,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,0,weak,0,SOME,3,response,48
SOMENUM4,18,between,0,SOME,0,True,True,True,1,0,1,0,1,strong,0,SOME,0,weak,1,NUM4,6,response,48
SOMESOME,6,within,1,SOME,0,False,False,False,1,0,0,1,0,weak,0,SOME,1,better,0,SOME,5,response,48
NUM6NUM6,7776,within,1,NUM6,4,True,True,True,0,1,0,1,0,weak,4,NUM6,0,weak,4,NUM6,5,filler,48
ADHADH,216,within,1,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,0,weak,2,ADH,4,response,48
ADHADH,216,within,1,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,0,weak,2,ADH,4,response,48
ADHSOME,24,between,0,ADH,2,False,False,True,1,0,0,0,1,strong,2,ADH,0,weak,0,SOME,14,response,49
ADHSOME,24,between,0,ADH,2,False,False,False,0,1,1,0,0,weak,2,ADH,0,weak,0,SOME,6,response,49
SOMENUM4,18,between,0,SOME,0,False,False,False,0,0,1,1,1,strong,0,SOME,1,better,1,NUM4,8,response,49
ADHNUM4,72,between,0,ADH,2,True,True,True,1,1,1,1,0,weak,2,ADH,0,weak,1,NUM4,7,response,49
ADHSOME,24,between,0,ADH,2,False,False,False,1,0,0,1,0,weak,2,ADH,0,weak,0,SOME,4,response,49
SOMESOME,6,within,1,SOME,0,True,True,True,0,1,0,1,1,strong,0,SOME,0,weak,0,SOME,8,response,49
ADHNUM4,72,between,0,ADH,2,False,False,True,1,1,0,1,1,strong,2,ADH,0,weak,1,NUM4,6,response,49
SOMEADH,54,between,0,SOME,0,False,True,False,0,1,0,0,0,weak,0,SOME,1,better,2,ADH,8,response,49
SOMENUM4,18,between,0,SOME,0,False,False,False,0,1,1,0,1,strong,0,SOME,1,better,1,NUM4,8,response,49
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,0,weak,2,ADH,6,response,49
NUM4SOME,12,between,0,NUM4,1,True,True,True,1,0,1,0,0,weak,1,NUM4,0,weak,0,SOME,8,response,49
SOMESOME,6,within,1,SOME,0,False,False,True,1,1,0,1,1,strong,0,SOME,1,better,0,SOME,9,response,49
ADHNUM4,72,between,0,ADH,2,True,True,True,1,1,1,1,1,strong,2,ADH,0,weak,1,NUM4,5,response,49
SOMENUM4,18,between,0,SOME,0,False,False,True,1,0,0,0,0,weak,0,SOME,1,better,1,NUM4,7,response,49
ADHNUM4,72,between,0,ADH,2,False,False,True,1,1,0,1,1,strong,2,ADH,0,weak,1,NUM4,5,response,49
ALLALL,1296,within,1,ALL,3,False,False,True,1,0,0,0,1,strong,3,ALL,0,weak,3,ALL,8,filler,49
NUM4ADH,108,between,0,NUM4,1,False,False,True,1,0,0,0,1,strong,1,NUM4,0,weak,2,ADH,5,response,49
ADHADH,216,within,1,ADH,2,False,False,False,1,0,0,1,1,strong,2,ADH,0,weak,2,ADH,3,response,49
ADHSOME,24,between,0,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,1,better,0,SOME,5,response,49
SOMESOME,6,within,1,SOME,0,False,False,False,1,0,0,1,0,weak,0,SOME,0,weak,0,SOME,6,response,49
ADHSOME,24,between,0,ADH,2,False,False,False,1,1,0,0,1,strong,2,ADH,0,weak,0,SOME,4,response,49
NUM4NUM4,36,within,1,NUM4,1,False,False,True,1,0,0,0,1,strong,1,NUM4,1,better,1,NUM4,5,response,49
ADHADH,216,within,1,ADH,2,False,False,True,0,0,1,0,0,weak,2,ADH,0,weak,2,ADH,3,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,True,1,1,0,1,1,strong,1,NUM4,1,better,0,SOME,7,response,49
ADHSOME,24,between,0,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,1,better,0,SOME,4,response,49
NUM4ADH,108,between,0,NUM4,1,False,False,False,0,0,1,1,0,weak,1,NUM4,1,better,2,ADH,5,response,49
ADHADH,216,within,1,ADH,2,False,True,False,0,0,0,1,1,strong,2,ADH,1,better,2,ADH,4,response,49
SOMEADH,54,between,0,SOME,0,True,True,True,0,1,0,1,0,weak,0,SOME,1,better,2,ADH,5,response,49
SOMENUM4,18,between,0,SOME,0,False,True,False,0,0,0,1,0,weak,0,SOME,0,weak,1,NUM4,7,response,49
ADHSOME,24,between,0,ADH,2,True,True,True,0,0,0,0,1,strong,2,ADH,1,better,0,SOME,7,response,49
ADHNUM4,72,between,0,ADH,2,True,True,True,1,0,1,0,1,strong,2,ADH,1,better,1,NUM4,4,response,49
NUM4ADH,108,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,0,weak,2,ADH,6,response,49
SOMESOME,6,within,1,SOME,0,False,True,False,1,0,1,1,0,weak,0,SOME,1,better,0,SOME,5,response,49
SOMEADH,54,between,0,SOME,0,False,True,False,0,1,0,0,0,weak,0,SOME,1,better,2,ADH,6,response,49
NUM4ADH,108,between,0,NUM4,1,True,True,True,1,1,1,1,1,strong,1,NUM4,0,weak,2,ADH,4,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,True,0,0,1,0,0,weak,1,NUM4,0,weak,0,SOME,5,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,False,1,1,0,0,1,strong,1,NUM4,0,weak,0,SOME,4,response,49
ADHADH,216,within,1,ADH,2,False,False,True,0,0,1,0,1,strong,2,ADH,0,weak,2,ADH,4,response,49
NUM4NUM4,36,within,1,NUM4,1,False,False,False,1,0,0,1,1,strong,1,NUM4,0,weak,1,NUM4,4,response,49
NUM4NUM4,36,within,1,NUM4,1,False,False,True,1,1,0,1,1,strong,1,NUM4,0,weak,1,NUM4,4,response,49
NUM6NUM6,7776,within,1,NUM6,4,True,True,True,1,0,1,0,1,strong,4,NUM6,0,weak,4,NUM6,4,filler,49
ADHADH,216,within,1,ADH,2,False,False,False,0,0,1,1,0,weak,2,ADH,1,better,2,ADH,4,response,49
ADHSOME,24,between,0,ADH,2,False,True,False,0,1,0,0,0,weak,2,ADH,1,better,0,SOME,5,response,49
NUM4NUM4,36,within,1,NUM4,1,True,True,True,1,0,1,0,0,weak,1,NUM4,1,better,1,NUM4,4,response,49
NUM4ADH,108,between,0,NUM4,1,True,True,True,1,0,1,0,0,weak,1,NUM4,0,weak,2,ADH,4,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,False,1,0,0,1,1,strong,1,NUM4,0,weak,0,SOME,4,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,True,0,0,1,0,1,strong,1,NUM4,0,weak,0,SOME,4,response,49
ADHSOME,24,between,0,ADH,2,False,True,False,1,1,1,0,1,strong,2,ADH,0,weak,0,SOME,4,response,49
SOMEADH,54,between,0,SOME,0,False,False,False,1,0,0,1,0,weak,0,SOME,1,better,2,ADH,6,response,49
ADHNUM4,72,between,0,ADH,2,False,False,True,0,0,1,0,0,weak,2,ADH,1,better,1,NUM4,4,response,49
SOMESOME,6,within,1,SOME,0,True,True,True,1,0,1,0,1,strong,0,SOME,0,weak,0,SOME,5,response,49
SOMESOME,6,within,1,SOME,0,True,True,True,1,0,1,0,0,weak,0,SOME,0,weak,0,SOME,5,response,49
ADHSOME,24,between,0,ADH,2,True,True,True,0,0,0,0,0,weak,2,ADH,1,better,0,SOME,4,response,49
NUM4ADH,108,between,0,NUM4,1,False,False,True,1,1,0,1,1,strong,1,NUM4,1,better,2,ADH,4,response,49
SOMEADH,54,between,0,SOME,0,False,False,True,0,0,1,0,1,strong,0,SOME,0,weak,2,ADH,5,response,49
NUM4ADH,108,between,0,NUM4,1,False,False,True,0,0,1,0,0,weak,1,NUM4,0,weak,2,ADH,4,response,49
SOMEADH,54,between,0,SOME,0,False,True,False,1,1,1,0,1,strong,0,SOME,1,better,2,ADH,6,response,49
NUM4ADH,108,between,0,NUM4,1,True,True,True,0,0,0,0,1,strong,1,NUM4,0,weak,2,ADH,3,response,49
SOMESOME,6,within,1,SOME,0,False,False,False,0,0,1,1,0,weak,0,SOME,1,better,0,SOME,5,response,49
SOMEADH,54,between,0,SOME,0,False,True,False,1,1,1,0,1,strong,0,SOME,1,better,2,ADH,6,response,49
SOMEADH,54,between,0,SOME,0,False,False,False,0,0,1,1,1,strong,0,SOME,0,weak,2,ADH,4,response,49
ADHNUM4,72,between,0,ADH,2,True,True,True,1,1,1,1,0,weak,2,ADH,1,better,1,NUM4,4,response,49
NUM6NUM6,7776,within,1,NUM6,4,False,False,False,0,0,1,1,0,weak,4,NUM6,0,weak,4,NUM6,3,filler,49
NUM4NUM4,36,within,1,NUM4,1,False,False,True,0,1,1,1,1,strong,1,NUM4,0,weak,1,NUM4,6,response,49
SOMEADH,54,between,0,SOME,0,True,True,True,1,1,1,1,1,strong,0,SOME,1,better,2,ADH,6,response,49
ADHNUM4,72,between,0,ADH,2,False,False,False,1,0,0,1,1,strong,2,ADH,1,better,1,NUM4,3,response,49
NUM4ADH,108,between,0,NUM4,1,False,True,False,0,0,0,1,1,strong,1,NUM4,0,weak,2,ADH,5,response,49
NUM6NUM6,7776,within,1,NUM6,4,False,False,False,0,1,1,0,1,strong,4,NUM6,0,weak,4,NUM6,3,filler,49
ADHSOME,24,between,0,ADH,2,False,True,False,0,0,0,1,0,weak,2,ADH,1,better,0,SOME,4,response,49
NUM4NUM4,36,within,1,NUM4,1,True,True,True,0,1,0,1,1,strong,1,NUM4,0,weak,1,NUM4,5,response,49
SOMENUM4,18,between,0,SOME,0,False,False,True,0,0,1,0,1,strong,0,SOME,1,better,1,NUM4,4,response,49
ADHNUM4,72,between,0,ADH,2,False,False,False,0,0,1,1,0,weak,2,ADH,1,better,1,NUM4,3,response,49
ADHNUM4,72,between,0,ADH,2,False,True,False,0,1,0,0,1,strong,2,ADH,1,better,1,NUM4,4,response,49
NUM4NUM4,36,within,1,NUM4,1,False,True,False,0,0,0,1,0,weak,1,NUM4,1,better,1,NUM4,6,response,49
SOMENUM4,18,between,0,SOME,0,False,False,True,1,1,0,1,1,strong,0,SOME,1,better,1,NUM4,5,response,49
NUM4SOME,12,between,0,NUM4,1,False,False,True,1,1,0,1,0,weak,1,NUM4,0,weak,0,SOME,4,response,49
